Year,DoY,Hour,NEE,LE,H,Rg,Tair,Tsoil,rH,VPD,Ustar,PPFD,SWC_5cm,SWC_20cm,QC_flag
2023,1,10.5,-3.3969,9.1809,39.308,182.4,17.62,14.145,99.6,4.3295,0.90331,332.6,22.2,30.5,0
2023,1,11,-6.9911,38.2685,70.6294,313.9,18.08,14.27,97.9,3.7127,0.89625,563.8,22.2,30.5,0
2023,1,11.5,NaN,23.8317,52.1793,190.2,18.73,14.42,95,3.4265,0.96976,344.6,22.2,30.5,2
2023,1,12,-4.0922,22.1812,53.1127,230.7,18.8,14.525,94.1,3.2912,0.7065,408.1,22.2,30.5,0
2023,1,12.5,-3.6801,39.8907,45.4162,241.1,19.43,14.64,91.2,4.072,0.82302,424.8,22.2,30.5,0
2023,1,13,-4.9476,38.9371,51.9003,283.9,20.16,14.76,88.5,4.9126,0.77185,495.2,22.2,30.5,0
2023,1,13.5,-5.0252,40.8683,41.5015,252.1,20.66,14.88,88,5.2703,0.64572,444.2,22.2,30.5,0
2023,1,14,NaN,118.072,47.6087,367.9,21.32,14.99,82.1,6.831,0.95472,632.7,22.1,30.5,2
2023,1,14.5,-6.3357,64.8068,53.9082,305.8,21.58,15.11,81.9,7.2927,0.82159,533.1,22.1,30.5,0
2023,1,15,-3.7588,59.4501,-1.3094,177.6,21.43,15.195,83.2,6.7378,0.70906,311.5,22.1,30.5,0
2023,1,15.5,-3.8403,55.4501,15.1073,243.9,21.65,15.25,83.1,6.8138,0.69419,402.4,22.1,30.5,0
2023,1,16,NaN,44.2215,-24.9315,161.8,21.77,15.295,83.7,6.6686,0.70402,251.1,22,30.5,2
2023,1,16.5,-0.67867,14.4545,-21.9282,72.91,21.54,15.295,85.2,6.1976,0.42285,109.2,22,30.5,0
2023,1,17,NaN,6.2668,-27.2619,11.06,21.14,15.26,87.9,5.4759,0.28202,24.36,22,30.4,2
2023,1,17.5,NaN,0.30217,-20.7888,0,20.52,15.215,90.6,4.613,0.21213,1.641,22,30.4,1
2023,1,18,NaN,-1.5782,-18.5946,0,20.04,15.17,92.7,4.0682,0.25339,0.056,22,30.4,1
2023,1,18.5,0.7497,-2.5362,-33.0066,0,19.85,15.13,93.5,3.9152,0.40626,0.066,22,30.4,1
2023,1,19,NaN,-3.1561,-32.7359,0,19.84,15.09,93.8,3.8142,0.35757,0.047,22,30.4,1
2023,1,19.5,NaN,-5.5752,-29.5757,0,19.9,15.06,93.7,3.8001,0.31437,0.05,22,30.4,1
2023,1,20,2.9032,NaN,-26.5696,0,20.16,15.05,93.6,3.8277,0.47544,0.064,22,30.4,0
2023,1,20.5,3.9479,NaN,-31.8275,0,20.3,15.055,94.5,3.604,0.60691,0.067,22,30.4,0
2023,1,21,3.7575,-5.5829,-28.448,0,20.13,15.06,95.7,3.3727,0.60873,0.055,22,30.4,0
2023,1,21.5,3.47,-6.3786,-36.5666,0,19.91,15.06,96.1,3.4339,0.62477,0.046,22,30.4,0
2023,1,22,3.7149,0.51457,-38.402,0,19.79,15.04,96.3,3.4404,0.63013,0.056,22,30.3,0
2023,1,22.5,2.8304,-7.9782,-38.4275,0,19.51,15.03,96.8,3.3136,0.54748,0.077,22,30.3,0
2023,1,23,4.419,-14.2256,-31.3167,0,19.3,15.015,97,3.0695,0.70891,0.072,22,30.3,0
2023,1,23.5,NaN,-40.0587,-77.0219,0,19.54,15.015,97,3.1916,0.97746,0.074,22,30.3,2
2023,2,0,4.6353,-1.6218,-28.4114,0,19.96,15.06,96.4,3.294,0.71096,0.094,22,30.3,0
2023,2,0.5,4.6706,-4.3444,-24.239,0,20.19,15.095,96.4,3.2617,0.70375,0.064,22,30.3,0
2023,2,1,5.8272,-9.2019,-27.7402,0,20.38,15.135,96.4,3.298,0.6945,0.076,22,30.3,1
2023,2,1.5,3.0438,-2.8366,-19.8002,0,20.47,15.16,96.4,3.2618,0.57304,0.048,22,30.3,0
2023,2,2,3.4677,-5.2463,-16.5556,0,20.45,15.18,96.9,3.1867,0.51202,0.073,22,30.3,0
2023,2,2.5,1.6704,-1.2563,-9.573,0,20.44,15.19,97.1,3.1685,0.44011,0.062,22,30.3,0
2023,2,3,2.0926,NaN,-12.4871,0,20.45,15.21,96.9,3.2054,0.46561,0.061,22,30.3,0
2023,2,3.5,2.6189,-1.0812,-22.0578,0,20.6,15.225,96.2,3.4005,0.52864,0.056,22,30.3,0
2023,2,4,3.4942,-2.3115,-26.1084,0,20.73,15.25,95.6,3.4915,0.6531,0.071,22,30.3,0
2023,2,4.5,3.4026,-1.9503,-24.4901,0,20.79,15.28,95.7,3.4898,0.61651,0.056,22,30.3,0
2023,2,5,2.1704,-4.6351,-20.3088,0,20.79,15.3,95.9,3.4154,0.57902,0.069,22,30.3,0
2023,2,5.5,3.4547,NaN,-21.3074,0,20.85,15.33,96.2,3.3963,0.55123,0.053,22,30.3,0
2023,2,6,2.4259,NaN,-15.0382,0,20.94,15.355,96.2,3.385,0.45262,0.063,22,30.3,0
2023,2,6.5,2.5434,NaN,-17.3072,0,20.99,15.37,96.4,3.319,0.46857,0.077,22,30.3,0
2023,2,7,3.4114,-4.2012,-20.3455,0,21.05,15.39,96.3,3.3615,0.52002,3.097,22,30.3,0
2023,2,7.5,2.319,NaN,-13.7322,15.67,21.2,15.41,96.1,3.4636,0.43226,31.22,22,30.3,1
2023,2,8,3.5981,-0.91005,-31.5959,22.97,21.41,15.45,95.9,3.5345,0.64589,45.63,22,30.3,0
2023,2,8.5,NaN,-5.8609,-38.4662,46.95,21.38,15.495,97.3,3.5036,0.63152,90.7,22,30.3,2
2023,2,9,0.23106,5.7778,-23.2599,138.6,21.75,15.56,95.1,3.8407,0.6973,250.3,22,30.3,1
2023,2,9.5,1.3916,NaN,-28.8393,121.2,22.29,15.66,93.6,4.2334,0.99896,224.9,22,30.3,1
2023,2,10,-4.0063,41.9162,19.3501,152.2,22.56,15.755,92.9,4.4817,0.90332,284.5,22,30.3,1
2023,2,10.5,-1.6985,41.1848,1.7527,179,22.95,15.87,90.9,5.0958,1.1111,332.1,21.9,30.3,0
2023,2,11,-1.0115,51.6458,-5.9798,200.4,23.17,15.98,89.1,5.6071,1.0909,369.8,21.9,30.3,0
2023,2,11.5,-0.82891,43.6823,-11.6803,166.2,23.16,16.085,90.3,5.4095,1.0942,316.7,21.9,30.3,1
2023,2,12,3.6449,23.7078,-56.5662,64.98,22.93,16.175,92.6,5.018,0.92686,134.7,21.9,30.3,0
2023,2,12.5,2.1961,NaN,-56.3221,8.12,22.19,16.205,94.7,4.2955,0.69913,20.85,22.1,30.2,0
2023,2,13,5.4069,NaN,-106.443,32.98,21.63,16.25,96.9,4.2502,0.91325,72.86,23.3,30.4,0
2023,2,13.5,0.34385,NaN,-34.0578,195.7,21.53,16.335,97.7,3.888,0.84252,362.2,23.4,30.6,1
2023,2,14,-1.5847,11.9008,-44.611,243.9,21.89,16.445,95.9,3.8567,0.93906,439.4,23.1,30.7,0
2023,2,14.5,NaN,25.4261,-43.4725,197.8,22.19,16.535,95.3,3.9652,1.0913,356,23,30.7,2
2023,2,15,-2.2569,54.5471,-34.3052,250.7,22.93,16.605,91.9,4.8999,1.0912,425.7,23,30.8,0
2023,2,15.5,5.0126,45.1062,-94.1313,68.24,23.33,16.66,89.4,5.6304,1.1724,126.4,22.9,30.8,0
2023,2,16,5.5863,52.2076,-96.4318,54.62,23.29,16.69,89.5,5.7363,1.1443,99.6,22.9,30.8,0
2023,2,16.5,4.5964,13.207,-71.5069,25.24,23.09,16.705,90.4,5.4305,0.85134,49.09,22.9,30.8,0
2023,2,17,4.3198,20.6674,-79.6572,9.86,22.8,16.695,91.3,5.1023,0.88509,17.17,22.9,30.8,0
2023,2,17.5,5.4717,NaN,-74.2603,0,22.32,16.68,93.2,4.4725,0.82802,1.6,22.9,30.8,0
2023,2,18,5.7219,NaN,-61.0282,0,22.07,16.66,92.9,4.2759,0.88226,0.072,22.9,30.7,0
2023,2,18.5,3.7555,NaN,-75.5081,0,21.72,16.645,95.6,4.0418,0.62855,0.051,22.9,30.7,0
2023,2,19,4.5974,NaN,-76.3307,0,21.71,16.635,95.2,3.9152,0.76003,0.055,22.9,30.8,0
2023,2,19.5,3.8214,-7.1157,-69.5581,0,21.82,16.625,96.1,3.7508,0.76909,0.048,22.9,30.8,1
2023,2,20,6.6314,NaN,-64.0314,0,21.84,16.62,95.9,3.7128,0.76583,0.081,22.9,30.8,0
2023,2,20.5,8.3254,-4.9804,-91.3168,0,22.18,16.62,94,4.1065,1.0435,0.061,22.9,30.8,0
2023,2,21,6.571,-7.131,-62.3497,0,22.22,16.615,95.7,3.8035,0.87829,0.057,22.9,30.8,0
2023,2,21.5,7.048,-7.8398,-71.7307,0,22.08,16.61,95.8,3.7596,0.94513,0.07,22.9,30.8,0
2023,2,22,7.0678,-3.3994,-53.9779,0,22.04,16.605,94.6,3.9167,0.96142,0.077,22.9,30.8,0
2023,2,22.5,NaN,NaN,NaN,0,22.18,16.62,94.3,NaN,NaN,0.055,22.9,30.8,2
2023,2,23,NaN,NaN,NaN,0,22.2,16.645,94.1,NaN,NaN,0.078,22.8,30.8,2
2023,2,23.5,NaN,NaN,NaN,0,22.11,16.655,93.4,NaN,NaN,0.055,22.8,30.8,2
2023,3,0,NaN,NaN,NaN,0,22.27,16.66,92.7,NaN,NaN,0.071,22.8,30.8,2
2023,3,0.5,NaN,NaN,NaN,0,22.17,16.67,93.4,NaN,NaN,0.05,22.8,30.7,2
2023,3,1,NaN,NaN,NaN,0,20.39,16.69,93.1,NaN,NaN,0.057,25.7,30.9,2
2023,3,1.5,NaN,NaN,NaN,0,18.84,16.765,93.5,NaN,NaN,0.036,27.3,31.8,2
2023,3,2,NaN,NaN,NaN,0,20.58,16.74,96.4,NaN,NaN,0.057,26.1,31.8,2
2023,3,2.5,NaN,NaN,NaN,0,21.5,16.715,96,NaN,NaN,0.074,25.6,31.8,2
2023,3,3,NaN,NaN,NaN,0,18.39,16.705,92.9,NaN,NaN,0.04,26.7,31.9,2
2023,3,3.5,NaN,NaN,NaN,0,16.28,16.67,95.3,NaN,NaN,0.02,27.2,32.3,2
2023,3,4,NaN,NaN,NaN,0,15.85,16.61,96.5,NaN,NaN,0.038,26.6,32.3,2
2023,3,4.5,NaN,NaN,NaN,0,15.67,16.535,97,NaN,NaN,0.04,26.1,32.3,2
2023,3,5,NaN,NaN,NaN,0,15.65,16.455,97.4,NaN,NaN,0.045,25.7,32.2,2
2023,3,5.5,NaN,NaN,NaN,0,15.48,16.355,97.6,NaN,NaN,0.051,25.5,32.1,2
2023,3,6,NaN,NaN,NaN,0,15.5,16.27,92.4,NaN,NaN,0.056,25.3,32.1,2
2023,3,6.5,NaN,NaN,NaN,0,15.59,16.195,89.4,NaN,NaN,0.067,25.1,32,2
2023,3,7,NaN,NaN,NaN,0,15.39,16.145,87.5,NaN,NaN,4.594,24.9,32,2
2023,3,7.5,NaN,NaN,NaN,27.64,15.92,16.085,86.8,NaN,NaN,53.2,24.8,31.9,2
2023,3,8,NaN,NaN,NaN,59.4,15.57,16.01,90.3,NaN,NaN,107.3,24.7,31.9,2
2023,3,8.5,NaN,NaN,NaN,204,15.37,15.97,85.5,NaN,NaN,336.6,24.6,31.8,2
2023,3,9,NaN,NaN,NaN,384.5,16.11,15.955,74.55,NaN,NaN,618.2,24.5,31.8,2
2023,3,9.5,NaN,NaN,NaN,271.4,16.45,16,68.04,NaN,NaN,456.8,24.4,31.8,2
2023,3,10,NaN,NaN,NaN,365.2,16.78,16.04,66.21,NaN,NaN,611.3,24.3,31.7,2
2023,3,10.5,-9.9775,355.854,19.282,491.7,17.22,16.085,59.58,9.844,0.54205,759.2,24.2,31.7,0
2023,3,11,-8.4945,288.645,70.069,607.7,18.43,16.155,48.7,12.6582,0.57832,1018,24.1,31.7,0
2023,3,11.5,-5.0865,274.239,28.6073,499.3,18.88,16.335,42.05,13.8712,0.56826,844,24,31.7,0
2023,3,12,NaN,99.1357,6.3991,481.7,18.86,16.47,41.53,14.5801,0.31664,818,23.9,31.6,0
2023,3,12.5,-10.1647,184.793,95.249,564,19.5,16.56,41.38,15.3465,0.51024,954,23.8,31.6,0
2023,3,13,NaN,153.531,48.2022,500.1,20.02,16.585,41.6,15.5195,0.21064,854,23.8,31.6,1
2023,3,13.5,NaN,117.506,-2.3037,306.9,19.81,16.59,43.26,15.0163,0.25343,533.3,23.7,31.5,0
2023,3,14,NaN,205.188,62.9898,471.9,20.14,16.59,42.13,15.7046,0.34187,781.7,23.6,31.5,0
2023,3,14.5,NaN,94.5921,9.8932,333.3,20.47,16.565,40.24,15.9862,0.32079,548.3,23.6,31.5,0
2023,3,15,-6.4769,130.821,5.1763,293,20.27,16.54,41.17,15.8329,0.37769,483.9,23.5,31.4,1
2023,3,15.5,NaN,136.371,0.72714,326.3,20.64,16.52,41.88,15.6642,0.3426,501.3,23.5,31.4,0
2023,3,16,NaN,20.3104,-13.794,99.6,20.2,16.485,43.75,15.0335,0.1639,171.1,23.4,31.4,1
2023,3,16.5,NaN,21.3526,-15.8544,64.01,19.76,16.425,43.47,14.7979,0.13241,106.3,23.4,31.3,1
2023,3,17,NaN,34.9007,-30.8999,24.08,19.66,16.36,43.57,14.9858,0.14941,38.55,23.4,31.3,1
2023,3,17.5,NaN,62.1724,-68.3657,0,18.86,16.28,45.82,13.7865,0.29857,2.21,23.3,31.3,0
2023,3,18,NaN,73.4132,-83.9998,0,18.1,16.175,46.64,13.3494,0.35218,0.046,23.3,31.3,0
2023,3,18.5,4.9975,87.441,-110.701,0,17.36,16.07,43.91,13.0392,0.43823,0.037,23.3,31.3,0
2023,3,19,2.6474,54.5971,-82.2293,0,17.29,15.97,39.77,13.7923,0.3898,0.053,23.3,31.2,0
2023,3,19.5,3.1297,53.6412,-87.1373,0,17.22,15.88,37.97,14.1629,0.39253,0.05,23.3,31.2,0
2023,3,20,NaN,37.6833,-70.9652,0,17.26,15.805,38.98,14.195,0.36575,0.062,23.3,31.2,0
2023,3,20.5,NaN,22.862,-53.8889,0,16.74,15.735,40.91,13.2747,0.31395,0.05,23.2,31.2,0
2023,3,21,NaN,28.4179,-80.723,0,16.48,15.665,42.29,13.0174,0.35706,0.026,23.2,31.2,0
2023,3,21.5,5.7062,45.1677,-90.4773,0,16.34,15.59,42.67,12.6107,0.37581,0.061,23.2,31.2,0
2023,3,22,3.5209,39.4217,-67.3912,0,16.08,15.53,43.87,12.1155,0.45198,0.054,23.1,31.2,0
2023,3,22.5,4.8433,47.8468,-77.9417,0,15.76,15.47,41.26,12.2076,0.568,0.048,23.1,31.2,0
2023,3,23,3.6864,38.5883,-68.3821,0,15.63,15.42,41.26,12.126,0.48843,0.023,23.1,31.1,0
2023,3,23.5,3.0424,34.1832,-92.2165,0,15.34,15.365,41.7,11.9573,0.5969,0.053,23.1,31.1,1
2023,4,0,4.0152,44.2262,-107.626,0,15.25,15.28,39.97,12.2289,0.59508,0.054,23.1,31.1,0
2023,4,0.5,2.4068,27.4042,-79.2216,0,14.84,15.2,41.84,11.5785,0.4394,0.063,23.1,31.1,0
2023,4,1,1.5183,19.1431,-66.3745,0,14.27,15.11,42.97,11.1881,0.38849,0.047,23.1,31.1,0
2023,4,1.5,NaN,17.8281,-66.5505,0,13.9,15.025,43.23,10.8811,0.33695,0.063,23,31,1
2023,4,2,NaN,20.7126,-76.6123,0,13.47,14.945,44.86,10.3674,0.32012,0.05,23,31,0
2023,4,2.5,NaN,14.2553,-51.0505,0,13.03,14.855,45.6,10.0729,0.2587,0.037,23,31,0
2023,4,3,NaN,6.1934,-29.2031,0,12.61,14.775,48.98,9.4176,0.2213,0.025,23,31,0
2023,4,3.5,NaN,17.4795,-62.5375,0,12.2,14.69,49.72,9.064,0.24009,0.059,23,31,0
2023,4,4,NaN,24.3164,-73.5915,0,11.9,14.61,52.49,8.4968,0.33345,0.051,22.9,31,1
2023,4,4.5,5.6012,48.9218,-124.265,0,11.71,14.525,52.24,8.4644,0.42174,0.048,22.9,31,0
2023,4,5,NaN,27.0186,-65.1026,0,11.84,14.44,50.68,8.8326,0.30329,0.049,22.9,31,0
2023,4,5.5,NaN,15.4137,-45.24,0,11.83,14.36,51.4,8.7634,0.18315,0.055,22.9,31,0
2023,4,6,NaN,36.624,-99.2427,0,11.28,14.275,53.26,7.846,0.26554,0.069,22.9,31,0
2023,4,6.5,5.1443,29.4857,-121.283,0,10.86,14.2,58.36,7.0373,0.38755,0.083,22.9,31,0
2023,4,7,7.5711,35.4453,-105.697,0.354,10.31,14.115,58.7,6.5391,0.38511,7.854,22.9,31,0
2023,4,7.5,NaN,8.5411,-18.3311,45.67,10.48,14.05,59.77,6.0576,0.26416,70.48,22.9,30.9,1
2023,4,8,NaN,28.5304,-33.149,135.3,10.65,13.99,58.79,5.8238,0.28133,217.1,22.9,30.9,1
2023,4,8.5,NaN,53.8812,10.7908,245.5,11.26,13.945,53.91,6.4694,0.28135,399.7,22.9,30.9,0
2023,4,9,NaN,80.9521,68.331,347.6,11.56,13.93,56.56,6.5826,0.30262,566.9,22.8,30.9,0
2023,4,9.5,NaN,28.0695,31.6824,285.1,11.86,13.96,59.43,6.65,0.2799,473.5,22.8,30.9,1
2023,4,10,NaN,83.0543,23.1905,345.2,12.44,14.015,55.26,6.7494,0.17046,571.6,22.8,30.9,2
2023,4,10.5,NaN,152.406,147.726,465.6,13.48,14.085,57.88,7.5226,0.36565,714.4,22.7,30.9,0
2023,4,11,NaN,70.663,74.1453,406.1,14.27,14.175,54.97,8.5742,0.29699,677.4,22.7,30.8,0
2023,4,11.5,-9.1027,224.314,192.141,646.6,15.25,14.37,50.44,9.2615,0.49957,1072,22.7,30.8,1
2023,4,12,-12.3945,170.456,201.379,632.4,16.33,14.705,42.86,11.7543,0.70317,1051,22.6,30.8,1
2023,4,12.5,-10.4434,144.276,100.08,507.9,16.63,14.92,40.15,12.5565,0.77219,851,22.5,30.8,0
2023,4,13,-8.6525,140.971,59.8584,430.8,16.64,14.965,40.71,12.5038,0.69471,723.8,22.5,30.8,0
2023,4,13.5,-6.5042,126.434,33.8902,383.8,16.74,14.99,40.61,12.6643,0.61907,644,22.5,30.8,0
2023,4,14,-10.372,53.1413,NaN,257.9,16.79,15.015,36.58,13.0357,0.60695,439.3,22.4,30.8,1
2023,4,14.5,-4.1573,81.6634,3.166,278.2,16.65,15.03,40.44,12.7791,0.39556,457.9,22.4,30.7,0
2023,4,15,-7.0749,86.8126,107.054,467.9,17.39,15.03,37.71,13.4344,0.55683,696.9,22.4,30.7,1
2023,4,15.5,-3.6866,134.848,23.1817,342.3,17.49,15.035,35.81,13.9459,0.65673,502.7,22.4,30.7,0
2023,4,16,-2.3565,80.7358,-16.4735,239.8,17.33,14.995,37.24,13.5927,0.51847,334.8,22.4,30.7,0
2023,4,16.5,-1.4492,61.6682,-55.1712,134.2,16.94,14.935,38.71,13.159,0.41681,160.4,22.4,30.6,0
2023,4,17,NaN,33.3079,-51.0042,38.9,16.17,14.865,39.97,12.5951,0.31515,42.88,22.4,30.6,1
2023,4,17.5,NaN,14.5999,-40.2814,0,15.63,14.785,39.94,12.6774,0.18824,3.235,22.4,30.6,0
2023,4,18,NaN,7.5519,-21.7768,0,15.7,14.695,40.25,12.6517,0.17905,0.032,22.4,30.6,0
2023,4,18.5,NaN,7.0093,-17.6591,0,14.95,14.6,48.03,10.8835,0.14638,0.018,22.4,30.6,1
2023,4,19,NaN,6.2711,-19.9846,0,13.32,14.51,49.82,9.5492,0.12851,0.042,22.4,30.6,0
2023,4,19.5,NaN,0.84221,-2.4966,0,13.08,14.42,50.65,9.2922,0.041412,0.027,22.4,30.6,1
2023,4,20,NaN,5.1029,-11.3138,0,12.7,14.325,53.05,8.7117,0.10108,0.046,22.3,30.6,1
2023,4,20.5,NaN,8.864,-29.6176,0,12.03,14.245,55.1,7.9407,0.18936,0.044,22.3,30.6,0
2023,4,21,NaN,2.2123,-7.5309,0,11.88,14.16,53.62,8.2325,0.10111,0.033,22.3,30.5,1
2023,4,21.5,NaN,NaN,NaN,0,11.99,14.075,53.9,8.1936,0.043363,0.057,22.3,30.5,1
2023,4,22,NaN,0.36206,NaN,0,11.59,13.995,55.38,7.6753,0.069243,0.036,22.3,30.5,1
2023,4,22.5,NaN,3.3866,-6.4192,0,11.47,13.915,53.47,7.9274,0.068482,0.055,22.3,30.5,1
2023,4,23,NaN,0.43263,-1.6424,0,11.85,13.84,51.74,8.4671,0.0505,0.056,22.3,30.5,1
2023,4,23.5,NaN,4.6111,-7.4621,0,11.45,13.765,56.53,7.5195,0.060982,0.059,22.3,30.5,1
2023,5,0,NaN,4.3351,-5.4478,0,10.57,13.69,61.05,6.4706,0.10626,0.059,22.3,30.5,0
2023,5,0.5,NaN,-0.1334,2.0927,0,9.9,13.61,61.31,6.1245,0.042066,0.037,22.3,30.5,2
2023,5,1,NaN,NaN,NaN,0,10.02,13.52,57.74,6.7288,0.053241,0.05,22.3,30.5,2
2023,5,1.5,NaN,4.8217,-4.5146,0,9.51,13.435,65.86,5.3648,0.094948,0.049,22.3,30.5,1
2023,5,2,NaN,NaN,2.0765,0,9.17,13.345,60.3,5.8194,0.12222,0.028,22.3,30.5,2
2023,5,2.5,NaN,NaN,NaN,0,9.94,13.265,59.49,6.5342,0.075708,0.057,22.3,30.5,2
2023,5,3,NaN,11.1349,-25.3138,0,9.09,13.185,66.17,5.396,0.20598,0.051,22.3,30.5,1
2023,5,3.5,NaN,13.9127,-22.2794,0,8.14,13.11,76.07,4.4476,0.19706,0.046,22.3,30.5,1
2023,5,4,NaN,4.9752,-6.2523,0,6.912,13.035,78.23,3.7366,0.097506,0.044,22.3,30.5,1
2023,5,4.5,NaN,39.5768,NaN,0,7.496,12.97,69.65,4.4452,0.19176,0.058,22.3,30.5,1
2023,5,5,NaN,1.4804,-7.3017,0,6.172,12.895,78.79,3.2338,0.061665,0.055,22.3,30.5,0
2023,5,5.5,NaN,5.6437,-17.5858,0,6.438,12.825,70.59,4.0772,0.10793,0.064,22.3,30.5,0
2023,5,6,NaN,12.2222,-56.9888,0,7.215,12.755,71.3,4.462,0.21017,0.057,22.3,30.5,2
2023,5,6.5,NaN,0.88228,-5.1332,0,6.845,12.685,69.2,4.4855,0.068224,0.094,22.3,30.5,1
2023,5,7,NaN,8.5919,-11.6717,0.461,7.356,12.61,67.79,4.8312,0.095567,7.685,22.3,30.5,2
2023,5,7.5,NaN,30.9325,-9.5109,44.41,7.127,12.54,66.56,4.4657,0.11377,68.87,22.3,30.5,0
2023,5,8,NaN,7.6579,NaN,135.1,7.95,12.49,64.33,5.1616,0.068801,213.6,22.3,30.5,2
2023,5,8.5,NaN,129.664,-83.6213,239,7.606,12.465,66.93,4.3407,0.35933,385.6,22.3,30.5,2
2023,5,9,7.6767,104.715,NaN,341.5,8.53,12.46,62.16,5.1023,0.38295,550.6,22.3,30.5,0
2023,5,9.5,NaN,98.3857,37.3389,436.3,9.91,12.49,61.59,5.6813,0.47582,705.5,22.3,30.5,2
2023,5,10,12.7276,101.358,75.2849,498.3,10.84,12.6,57.07,6.0768,0.40921,811,22.2,30.5,1
2023,5,10.5,NaN,232.353,133.072,616.5,12.17,12.74,48.76,7.6603,0.58298,899,22.2,30.4,2
2023,5,11,-7.4548,153.157,191.064,639.8,12.73,12.88,45.91,9.0363,0.57301,1048,22.2,30.4,0
2023,5,11.5,-7.6175,83.0401,196.705,663.4,13.48,13.16,46.22,9.4647,0.50866,1088,22.1,30.4,0
2023,5,12,NaN,125.748,157.404,678.2,14.09,13.525,42.52,10.1914,0.30936,1114,22,30.4,0
2023,5,12.5,-4.3227,82.3235,100.997,671.5,14.8,13.785,41.47,10.9847,0.41739,1104,22,30.4,0
2023,5,13,-7.1598,117.909,157.537,658.9,15.4,13.795,37.63,12.001,0.4425,1077,22,30.3,0
2023,5,13.5,-9.0873,102.532,155.823,625.7,15.95,13.785,37.51,12.4306,0.52757,1015,22,30.3,1
2023,5,14,NaN,98.2642,112.319,574.3,16.31,13.785,36.5,13.0799,0.18921,919,22,30.3,0
2023,5,14.5,-6.4774,115.355,166.166,506.9,16.65,13.8,34.57,13.5862,0.4065,796.2,21.9,30.3,1
2023,5,15,NaN,51.1959,55.9169,427.8,17.07,13.83,34.9,13.6779,0.22772,657.4,21.9,30.3,0
2023,5,15.5,NaN,85.8806,44.2095,335.5,17.04,13.85,36.36,13.6557,0.23984,501,21.9,30.3,0
2023,5,16,NaN,49.9242,11.501,237.1,16.94,13.84,35.2,13.8528,0.21892,338.8,21.9,30.3,0
2023,5,16.5,NaN,5.0344,-1.5354,135,16.72,13.805,37.34,13.3519,0.10929,166,21.9,30.2,0
2023,5,17,NaN,NaN,NaN,40.01,16.43,13.76,35.65,13.5579,0.067645,45.61,21.9,30.2,2
2023,5,17.5,NaN,NaN,-0.44951,0,16.25,13.695,35.42,13.6591,0.050457,3.75,21.9,30.1,1
2023,5,18,NaN,-2.9672,NaN,0,15.84,13.62,36.04,13.0683,0.040064,0.028,21.9,30.1,2
