Year,DoY,Hour,NEE,LE,H,Rg,Tair,Tsoil,rH,VPD,Ustar,PPFD,SWC_5cm,SWC_20cm,QC_flag
2022,1,9.5,2.113118,31.842909,-12.405742,NaN,NaN,NaN,NaN,1.3697,0.792465,NaN,NaN,NaN,0
2022,1,10,-1.459536,62.122043,6.937253,NaN,NaN,NaN,NaN,2.3692,0.855897,NaN,NaN,NaN,0
2022,1,10.5,NaN,69.527737,NaN,NaN,NaN,NaN,NaN,3.4644,1.035042,NaN,NaN,NaN,2
2022,1,11,NaN,44.711009,-37.589347,NaN,NaN,NaN,NaN,4.1631,1.053579,NaN,NaN,NaN,2
2022,1,11.5,-3.855218,141.142323,47.028722,NaN,NaN,NaN,NaN,4.6841,1.126569,NaN,NaN,NaN,1
2022,1,12,-1.733291,92.779852,15.347151,NaN,NaN,NaN,NaN,5.2681,1.033449,NaN,NaN,NaN,0
2022,1,12.5,-2.868736,98.811791,34.851747,NaN,NaN,NaN,NaN,5.5381,0.868424,NaN,NaN,NaN,0
2022,1,13,-3.267964,NaN,39.030951,NaN,NaN,NaN,NaN,6.8858,0.880372,NaN,NaN,NaN,0
2022,1,13.5,-4.201541,142.434282,16.414223,NaN,NaN,NaN,NaN,7.6435,0.947642,NaN,NaN,NaN,0
2022,1,14,-3.415984,120.853743,18.515911,NaN,NaN,NaN,NaN,9.3015,0.940618,NaN,NaN,NaN,0
2022,1,14.5,-2.051771,168.879591,-13.854005,NaN,NaN,NaN,NaN,10.39,0.94489,NaN,NaN,NaN,0
2022,1,15,-2.733615,113.221013,-37.927438,NaN,NaN,NaN,NaN,12.2724,0.911798,NaN,NaN,NaN,0
2022,1,15.5,-0.496009,151.821433,-32.134805,NaN,NaN,NaN,NaN,11.5204,0.693544,NaN,NaN,NaN,0
2022,1,16,-0.265203,63.858113,-20.183346,NaN,NaN,NaN,NaN,11.8651,0.454132,NaN,NaN,NaN,1
2022,1,16.5,1.525445,37.510487,-38.630727,NaN,NaN,NaN,NaN,10.7175,0.583668,NaN,NaN,NaN,0
2022,1,17,1.127475,25.575072,-28.998239,NaN,NaN,NaN,NaN,9.6156,0.386117,NaN,NaN,NaN,0
2022,1,17.5,NaN,NaN,-25.388724,NaN,NaN,NaN,NaN,9.1296,0.206885,NaN,NaN,NaN,0
2022,1,18,1.281472,61.850438,-35.815106,NaN,NaN,NaN,NaN,10.2847,0.303293,NaN,NaN,NaN,0
2022,1,18.5,1.900711,86.539753,-44.497447,NaN,NaN,NaN,NaN,10.5611,0.365986,NaN,NaN,NaN,0
2022,1,19,1.754317,61.949537,-48.797825,NaN,NaN,NaN,NaN,10.7353,0.455008,NaN,NaN,NaN,0
2022,1,19.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7026,0.993333,NaN,NaN,NaN,2
2022,1,20,5.082369,NaN,NaN,NaN,NaN,NaN,NaN,3.4842,0.895361,NaN,NaN,NaN,1
2022,1,20.5,3.429039,NaN,NaN,NaN,NaN,NaN,NaN,2.3779,0.710554,NaN,NaN,NaN,1
2022,1,21,6.959171,70.096115,73.520016,NaN,NaN,NaN,NaN,1.599,1.023818,NaN,NaN,NaN,0
2022,1,21.5,1.992889,78.986198,79.970897,NaN,NaN,NaN,NaN,1.3078,1.065961,NaN,NaN,NaN,0
2022,1,22,5.407299,74.49685,67.214899,NaN,NaN,NaN,NaN,1.467,1.098836,NaN,NaN,NaN,1
2022,1,22.5,5.213505,44.193491,47.520757,NaN,NaN,NaN,NaN,1.5261,1.100356,NaN,NaN,NaN,1
2022,1,23,7.367365,98.512396,108.879528,NaN,NaN,NaN,NaN,1.533,1.072912,NaN,NaN,NaN,1
2022,1,23.5,6.633664,76.526023,93.453621,NaN,NaN,NaN,NaN,1.5461,1.265525,NaN,NaN,NaN,1
2022,2,0,3.381063,22.406312,32.334157,NaN,NaN,NaN,NaN,1.6115,1.236127,NaN,NaN,NaN,0
2022,2,0.5,2.618052,21.014363,29.431916,NaN,NaN,NaN,NaN,1.6445,1.173926,NaN,NaN,NaN,0
2022,2,1,2.186683,11.120338,29.815309,NaN,NaN,NaN,NaN,1.7958,1.010494,NaN,NaN,NaN,0
2022,2,1.5,3.001917,33.627846,52.628976,NaN,NaN,NaN,NaN,1.892,0.992247,NaN,NaN,NaN,0
2022,2,2,2.216622,22.950466,44.603468,NaN,NaN,NaN,NaN,1.9878,0.963065,NaN,NaN,NaN,1
2022,2,2.5,3.053197,31.888526,76.533888,NaN,NaN,NaN,NaN,1.9849,1.021935,NaN,NaN,NaN,1
2022,2,3,3.683341,25.857164,61.910212,NaN,NaN,NaN,NaN,1.9807,0.955028,NaN,NaN,NaN,1
2022,2,3.5,2.476692,41.36235,NaN,NaN,NaN,NaN,NaN,1.3376,1.021139,NaN,NaN,NaN,0
2022,2,4,3.303042,46.423379,15.313122,NaN,NaN,NaN,NaN,1.1614,0.996374,NaN,NaN,NaN,0
2022,2,4.5,2.990434,32.995657,17.520778,NaN,NaN,NaN,NaN,1.27,0.893695,NaN,NaN,NaN,1
2022,2,5,2.478841,23.824059,NaN,NaN,NaN,NaN,NaN,1.4885,0.972044,NaN,NaN,NaN,1
2022,2,5.5,2.380686,21.527004,8.407696,NaN,NaN,NaN,NaN,1.7437,1.036417,NaN,NaN,NaN,1
2022,2,6,2.973655,45.150925,24.055185,NaN,NaN,NaN,NaN,2.0321,1.310058,NaN,NaN,NaN,0
2022,2,6.5,2.207656,27.977623,26.162326,NaN,NaN,NaN,NaN,1.9487,1.16654,NaN,NaN,NaN,0
2022,2,7,2.523567,30.774788,40.205354,NaN,NaN,NaN,NaN,1.8899,1.150537,NaN,NaN,NaN,0
2022,2,7.5,2.650508,37.835574,34.239377,NaN,NaN,NaN,NaN,1.9564,1.097822,NaN,NaN,NaN,0
2022,2,8,1.434945,22.293423,26.059819,NaN,NaN,NaN,NaN,2.0118,1.157706,NaN,NaN,NaN,1
2022,2,8.5,2.333653,39.227314,54.763016,NaN,NaN,NaN,NaN,2.0862,1.187322,NaN,NaN,NaN,0
2022,2,9,1.701411,28.642951,92.922471,NaN,NaN,NaN,NaN,2.1616,1.020921,NaN,NaN,NaN,1
2022,2,9.5,1.623548,33.279217,126.787631,NaN,NaN,NaN,NaN,2.283,1.213245,NaN,NaN,NaN,1
2022,2,10,1.385972,43.207953,191.964444,NaN,NaN,NaN,NaN,2.3514,1.145179,NaN,NaN,NaN,1
2022,2,10.5,2.003008,45.456612,216.473388,NaN,NaN,NaN,NaN,2.3221,1.096012,NaN,NaN,NaN,0
2022,2,11,0.722847,46.214903,252.575881,NaN,NaN,NaN,NaN,2.4171,1.19898,NaN,NaN,NaN,1
2022,2,11.5,0.738996,36.10459,209.362371,NaN,NaN,NaN,NaN,2.4877,1.165236,NaN,NaN,NaN,1
2022,2,12,0.497016,47.74706,226.955349,NaN,NaN,NaN,NaN,2.5611,1.292824,NaN,NaN,NaN,0
2022,2,12.5,NaN,37.660185,208.687028,NaN,NaN,NaN,NaN,2.5584,1.229465,NaN,NaN,NaN,2
2022,2,13,NaN,41.813067,263.958648,NaN,NaN,NaN,NaN,2.6809,1.153506,NaN,NaN,NaN,2
2022,2,13.5,0.469095,22.08133,186.968066,NaN,NaN,NaN,NaN,2.9102,1.10166,NaN,NaN,NaN,1
2022,2,14,3.258841,37.113252,154.215018,NaN,NaN,NaN,NaN,3.3054,1.220776,NaN,NaN,NaN,1
2022,2,14.5,0.308403,35.036784,174.821344,NaN,NaN,NaN,NaN,3.6398,1.219689,NaN,NaN,NaN,1
2022,2,15,-0.354292,30.260993,149.101713,NaN,NaN,NaN,NaN,3.838,1.05872,NaN,NaN,NaN,1
2022,2,15.5,-0.327683,29.189254,105.197654,NaN,NaN,NaN,NaN,3.9787,0.999126,NaN,NaN,NaN,1
2022,2,16,-1.502951,24.119416,57.410378,NaN,NaN,NaN,NaN,4.0972,1.177112,NaN,NaN,NaN,1
2022,2,16.5,NaN,21.962306,4.226604,NaN,NaN,NaN,NaN,4.1272,1.008612,NaN,NaN,NaN,2
2022,2,17,0.380179,12.321115,-32.025429,NaN,NaN,NaN,NaN,4.0803,0.858938,NaN,NaN,NaN,0
2022,2,17.5,0.973583,9.612301,-46.07994,NaN,NaN,NaN,NaN,3.9357,0.70256,NaN,NaN,NaN,0
2022,2,18,0.978774,5.282193,-30.431244,NaN,NaN,NaN,NaN,3.6915,0.388644,NaN,NaN,NaN,0
2022,2,18.5,0.88408,4.613929,-49.830449,NaN,NaN,NaN,NaN,3.5698,0.493031,NaN,NaN,NaN,0
2022,2,19,1.281944,6.22956,-48.325715,NaN,NaN,NaN,NaN,3.4316,0.533553,NaN,NaN,NaN,0
2022,2,19.5,0.890739,4.00523,-36.375881,NaN,NaN,NaN,NaN,3.3125,0.446688,NaN,NaN,NaN,1
2022,2,20,0.66753,3.016441,-30.54644,NaN,NaN,NaN,NaN,3.1558,0.428622,NaN,NaN,NaN,1
2022,2,20.5,1.044054,3.59604,-38.63015,NaN,NaN,NaN,NaN,3.0619,0.395429,NaN,NaN,NaN,1
2022,2,21,1.358969,5.154413,-47.396228,NaN,NaN,NaN,NaN,2.9974,0.49537,NaN,NaN,NaN,0
2022,2,21.5,1.423672,4.809873,-44.944442,NaN,NaN,NaN,NaN,2.9538,0.550511,NaN,NaN,NaN,0
2022,2,22,0.953029,4.181249,-32.445001,NaN,NaN,NaN,NaN,2.9681,0.474574,NaN,NaN,NaN,1
2022,2,22.5,0.485843,2.702942,-21.280095,NaN,NaN,NaN,NaN,2.8407,0.340331,NaN,NaN,NaN,0
2022,2,23,0.709738,2.950532,-25.533388,NaN,NaN,NaN,NaN,2.6786,0.291707,NaN,NaN,NaN,0
2022,2,23.5,1.292745,5.062602,-30.916882,NaN,NaN,NaN,NaN,2.6441,0.283358,NaN,NaN,NaN,0
2022,3,0,1.709276,7.385978,-46.906657,NaN,NaN,NaN,NaN,2.5756,0.339361,NaN,NaN,NaN,0
2022,3,0.5,NaN,3.941943,-26.89566,NaN,NaN,NaN,NaN,2.5668,0.202193,NaN,NaN,NaN,0
2022,3,1,NaN,7.71547,-40.967107,NaN,NaN,NaN,NaN,2.571,0.229825,NaN,NaN,NaN,0
2022,3,1.5,1.792698,7.563885,-43.004354,NaN,NaN,NaN,NaN,2.5657,0.294032,NaN,NaN,NaN,0
2022,3,2,1.576148,6.276645,-38.705235,NaN,NaN,NaN,NaN,2.5194,0.266335,NaN,NaN,NaN,0
2022,3,2.5,1.492884,3.92034,-34.529806,NaN,NaN,NaN,NaN,2.4539,0.264372,NaN,NaN,NaN,0
2022,3,3,1.75526,4.33577,-31.40682,NaN,NaN,NaN,NaN,2.3894,0.256979,NaN,NaN,NaN,0
2022,3,3.5,2.301145,6.671678,-36.16384,NaN,NaN,NaN,NaN,2.3779,0.251157,NaN,NaN,NaN,0
2022,3,4,NaN,2.794962,-20.073865,NaN,NaN,NaN,NaN,2.2838,0.179007,NaN,NaN,NaN,0
2022,3,4.5,NaN,3.154551,-28.100999,NaN,NaN,NaN,NaN,2.2979,0.195336,NaN,NaN,NaN,0
2022,3,5,NaN,2.629483,-23.747716,NaN,NaN,NaN,NaN,2.2262,0.190824,NaN,NaN,NaN,1
2022,3,5.5,NaN,1.702408,-9.542512,NaN,NaN,NaN,NaN,2.198,0.093236,NaN,NaN,NaN,1
2022,3,6,NaN,0.054085,-1.082435,NaN,NaN,NaN,NaN,2.3999,0.041787,NaN,NaN,NaN,0
2022,3,6.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2047,0.085727,NaN,NaN,NaN,2
2022,3,7,NaN,3.989343,-11.098473,NaN,NaN,NaN,NaN,2.3071,0.100434,NaN,NaN,NaN,1
2022,3,7.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1568,0.05804,NaN,NaN,NaN,1
2022,3,8,NaN,4.330265,NaN,NaN,NaN,NaN,NaN,2.1215,0.078754,NaN,NaN,NaN,1
2022,3,8.5,NaN,12.593506,22.829188,NaN,NaN,NaN,NaN,2.3256,0.145712,NaN,NaN,NaN,1
2022,3,9,NaN,37.284709,25.468423,NaN,NaN,NaN,NaN,3.1109,0.194937,NaN,NaN,NaN,0
2022,3,9.5,2.705878,35.707932,92.056271,NaN,NaN,NaN,NaN,3.8363,0.407297,NaN,NaN,NaN,0
2022,3,10,NaN,38.777855,144.608171,NaN,NaN,NaN,NaN,4.0728,0.213156,NaN,NaN,NaN,1
2022,3,10.5,-0.31426,29.329723,191.789317,NaN,NaN,NaN,NaN,4.3564,0.35385,NaN,NaN,NaN,1
2022,3,11,NaN,29.311057,113.556063,NaN,NaN,NaN,NaN,4.6765,0.184271,NaN,NaN,NaN,1
2022,3,11.5,-2.735503,96.805164,226.96269,NaN,NaN,NaN,NaN,5.3836,0.423292,NaN,NaN,NaN,1
2022,3,12,-2.242944,NaN,NaN,NaN,NaN,NaN,NaN,5.739,0.323858,NaN,NaN,NaN,1
2022,3,12.5,-3.584347,52.8665,210.581447,NaN,NaN,NaN,NaN,6.0493,0.344632,NaN,NaN,NaN,1
2022,3,13,-3.954894,49.46095,245.70029,NaN,NaN,NaN,NaN,6.6238,0.327978,NaN,NaN,NaN,1
2022,3,13.5,-1.826203,19.420492,101.586042,NaN,NaN,NaN,NaN,6.9925,0.338948,NaN,NaN,NaN,1
2022,3,14,-2.460175,85.675651,140.705553,NaN,NaN,NaN,NaN,7.5636,0.346037,NaN,NaN,NaN,0
2022,3,14.5,-2.80115,42.588609,145.217971,NaN,NaN,NaN,NaN,7.747,0.34821,NaN,NaN,NaN,0
2022,3,15,NaN,40.541819,88.526979,NaN,NaN,NaN,NaN,7.963,0.189383,NaN,NaN,NaN,0
2022,3,15.5,-2.454145,25.590593,65.684369,NaN,NaN,NaN,NaN,8.0577,0.252135,NaN,NaN,NaN,1
2022,3,16,NaN,12.605356,11.484645,NaN,NaN,NaN,NaN,8.0667,0.115713,NaN,NaN,NaN,1
2022,3,16.5,NaN,12.920376,NaN,NaN,NaN,NaN,NaN,8.2503,0.135894,NaN,NaN,NaN,1
2022,3,17,NaN,1.414129,-1.028901,NaN,NaN,NaN,NaN,8.497,0.042794,NaN,NaN,NaN,1
2022,3,17.5,NaN,1.651652,-0.51713,NaN,NaN,NaN,NaN,8.9259,0.02964,NaN,NaN,NaN,1
2022,3,18,NaN,-0.473694,NaN,NaN,NaN,NaN,NaN,8.8486,0.042844,NaN,NaN,NaN,1
2022,3,18.5,NaN,2.02739,-2.625498,NaN,NaN,NaN,NaN,8.5053,0.037121,NaN,NaN,NaN,1
2022,3,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.9818,0.056302,NaN,NaN,NaN,2
2022,3,19.5,NaN,5.272283,-22.249432,NaN,NaN,NaN,NaN,7.3058,0.112954,NaN,NaN,NaN,0
2022,3,20,NaN,5.06386,-18.638186,NaN,NaN,NaN,NaN,7.0051,0.174394,NaN,NaN,NaN,2
2022,3,20.5,NaN,9.988772,-32.051017,NaN,NaN,NaN,NaN,6.8311,0.193091,NaN,NaN,NaN,0
2022,3,21,NaN,6.235642,-44.397142,NaN,NaN,NaN,NaN,7.0908,0.205408,NaN,NaN,NaN,1
2022,3,21.5,NaN,3.407384,-24.338903,NaN,NaN,NaN,NaN,6.8005,0.156589,NaN,NaN,NaN,0
2022,3,22,NaN,10.286332,-50.737494,NaN,NaN,NaN,NaN,6.2597,0.214141,NaN,NaN,NaN,2
2022,3,22.5,NaN,6.175501,-23.6698,NaN,NaN,NaN,NaN,5.8903,0.123757,NaN,NaN,NaN,0
2022,3,23,NaN,9.391871,-40.836757,NaN,NaN,NaN,NaN,5.5986,0.194539,NaN,NaN,NaN,0
2022,3,23.5,NaN,5.425861,-38.461262,NaN,NaN,NaN,NaN,5.1999,0.241744,NaN,NaN,NaN,0
2022,4,0,NaN,4.001402,-21.20973,NaN,NaN,NaN,NaN,5.0711,0.163149,NaN,NaN,NaN,0
2022,4,0.5,NaN,3.15518,-12.819075,NaN,NaN,NaN,NaN,5.1112,0.129391,NaN,NaN,NaN,0
2022,4,1,NaN,4.371949,-16.252991,NaN,NaN,NaN,NaN,5.2291,0.114605,NaN,NaN,NaN,0
2022,4,1.5,NaN,6.670839,-39.584228,NaN,NaN,NaN,NaN,5.3548,0.204452,NaN,NaN,NaN,0
2022,4,2,NaN,1.296101,-15.973363,NaN,NaN,NaN,NaN,4.8401,0.154561,NaN,NaN,NaN,1
2022,4,2.5,NaN,3.922123,-20.851872,NaN,NaN,NaN,NaN,4.3729,0.171042,NaN,NaN,NaN,0
2022,4,3,NaN,5.666215,-25.660067,NaN,NaN,NaN,NaN,4.3238,0.212794,NaN,NaN,NaN,0
2022,4,3.5,2.369203,5.303324,-33.3101,NaN,NaN,NaN,NaN,4.3175,0.251107,NaN,NaN,NaN,0
2022,4,4,2.031113,4.248049,-39.513915,NaN,NaN,NaN,NaN,4.1396,0.320302,NaN,NaN,NaN,0
2022,4,4.5,2.450947,4.385634,-33.934215,NaN,NaN,NaN,NaN,4.0778,0.271316,NaN,NaN,NaN,0
2022,4,5,NaN,3.194085,-33.506358,NaN,NaN,NaN,NaN,4.0812,0.241208,NaN,NaN,NaN,0
2022,4,5.5,NaN,4.64109,-31.414318,NaN,NaN,NaN,NaN,3.75,0.196878,NaN,NaN,NaN,0
2022,4,6,4.098562,3.95028,-38.866415,NaN,NaN,NaN,NaN,3.5344,0.299072,NaN,NaN,NaN,0
2022,4,6.5,4.108419,1.492517,-53.014362,NaN,NaN,NaN,NaN,3.4706,0.386023,NaN,NaN,NaN,0
2022,4,7,NaN,NaN,-29.718255,NaN,NaN,NaN,NaN,3.0822,0.199289,NaN,NaN,NaN,1
2022,4,7.5,NaN,2.948383,-18.473231,NaN,NaN,NaN,NaN,2.8957,0.110796,NaN,NaN,NaN,1
2022,4,8,2.111074,6.236586,-9.519493,NaN,NaN,NaN,NaN,3.1202,0.339904,NaN,NaN,NaN,0
2022,4,8.5,1.265113,NaN,NaN,NaN,NaN,NaN,NaN,3.2464,0.410845,NaN,NaN,NaN,0
2022,4,9,-0.834215,4.971892,30.378916,NaN,NaN,NaN,NaN,3.4073,0.377116,NaN,NaN,NaN,1
2022,4,9.5,1.186935,13.893016,36.168087,NaN,NaN,NaN,NaN,4.0734,0.426978,NaN,NaN,NaN,1
2022,4,10,-2.456557,45.294959,63.185393,NaN,NaN,NaN,NaN,5.4076,0.74605,NaN,NaN,NaN,0
2022,4,10.5,-2.597603,33.438981,120.944977,NaN,NaN,NaN,NaN,5.864,0.879431,NaN,NaN,NaN,0
2022,4,11,-4.384009,35.36271,151.528855,NaN,NaN,NaN,NaN,6.215,0.967048,NaN,NaN,NaN,0
2022,4,11.5,-3.666091,87.45157,220.442597,NaN,NaN,NaN,NaN,6.7738,1.103832,NaN,NaN,NaN,0
2022,4,12,-6.726261,79.799964,238.549947,NaN,NaN,NaN,NaN,7.0994,0.985875,NaN,NaN,NaN,1
2022,4,12.5,-6.09381,61.300936,192.691695,NaN,NaN,NaN,NaN,7.9846,1.006584,NaN,NaN,NaN,0
2022,4,13,-5.502361,68.35218,195.253067,NaN,NaN,NaN,NaN,8.7271,1.113245,NaN,NaN,NaN,0
2022,4,13.5,-3.982998,80.963986,179.96139,NaN,NaN,NaN,NaN,9.1909,1.087539,NaN,NaN,NaN,0
2022,4,14,-4.375672,65.056216,135.527754,NaN,NaN,NaN,NaN,9.5932,1.237937,NaN,NaN,NaN,0
2022,4,14.5,-2.503013,73.227437,109.83434,NaN,NaN,NaN,NaN,9.485,1.092246,NaN,NaN,NaN,1
2022,4,15,-5.185349,38.728515,67.589798,NaN,NaN,NaN,NaN,9.1827,1.046193,NaN,NaN,NaN,0
2022,4,15.5,-2.72381,40.947077,50.507154,NaN,NaN,NaN,NaN,8.9053,1.021501,NaN,NaN,NaN,0
2022,4,16,-2.144211,35.085233,9.478805,NaN,NaN,NaN,NaN,9.0177,0.897171,NaN,NaN,NaN,1
2022,4,16.5,0.637747,33.518523,-26.009588,NaN,NaN,NaN,NaN,9.0001,0.875665,NaN,NaN,NaN,1
2022,4,17,-0.72075,NaN,-20.531399,NaN,NaN,NaN,NaN,8.4821,0.524957,NaN,NaN,NaN,1
2022,4,17.5,1.008347,7.723545,-37.671982,NaN,NaN,NaN,NaN,7.9572,0.474168,NaN,NaN,NaN,0
2022,4,18,1.219915,4.694782,-49.111849,NaN,NaN,NaN,NaN,7.3931,0.502496,NaN,NaN,NaN,0
2022,4,18.5,1.354302,NaN,-56.642229,NaN,NaN,NaN,NaN,6.7656,0.553285,NaN,NaN,NaN,0
2022,4,19,0.394755,-1.199938,-30.073281,NaN,NaN,NaN,NaN,6.2691,0.302555,NaN,NaN,NaN,0
2022,4,19.5,1.184103,-2.114534,-50.088578,NaN,NaN,NaN,NaN,5.7505,0.426145,NaN,NaN,NaN,0
2022,4,20,0.994609,NaN,-45.945553,NaN,NaN,NaN,NaN,5.0461,0.525457,NaN,NaN,NaN,0
2022,4,20.5,1.199204,NaN,-46.371784,NaN,NaN,NaN,NaN,4.3096,0.462409,NaN,NaN,NaN,1
2022,4,21,0.788074,-31.254711,-48.271027,NaN,NaN,NaN,NaN,3.3849,0.583045,NaN,NaN,NaN,1
2022,4,21.5,1.747395,-14.065941,-51.291505,NaN,NaN,NaN,NaN,2.6828,0.595319,NaN,NaN,NaN,0
2022,4,22,1.216245,-8.57779,-55.929135,NaN,NaN,NaN,NaN,2.5866,0.568954,NaN,NaN,NaN,0
2022,4,22.5,0.860747,-6.202137,-54.818595,NaN,NaN,NaN,NaN,2.6798,0.631706,NaN,NaN,NaN,0
2022,4,23,1.114524,-3.15518,-41.963918,NaN,NaN,NaN,NaN,2.4504,0.595906,NaN,NaN,NaN,0
2022,4,23.5,2.05476,-4.952807,-42.871068,NaN,NaN,NaN,NaN,2.3874,0.506225,NaN,NaN,NaN,0
2022,5,0,2.51177,-8.533641,-61.880325,NaN,NaN,NaN,NaN,2.3511,0.619483,NaN,NaN,NaN,0
2022,5,0.5,1.498914,-5.020236,-45.853165,NaN,NaN,NaN,NaN,2.012,0.514863,NaN,NaN,NaN,0
2022,5,1,2.688837,-6.109068,-45.510933,NaN,NaN,NaN,NaN,1.6466,0.485175,NaN,NaN,NaN,1
2022,5,1.5,2.742424,-12.355301,-48.343752,NaN,NaN,NaN,NaN,1.503,0.506775,NaN,NaN,NaN,0
2022,5,2,2.923949,-9.165306,-42.950715,NaN,NaN,NaN,NaN,1.3661,0.462264,NaN,NaN,NaN,0
2022,5,2.5,2.29328,-6.947216,-36.054045,NaN,NaN,NaN,NaN,1.2016,0.426442,NaN,NaN,NaN,0
2022,5,3,2.146047,-4.629659,-31.358162,NaN,NaN,NaN,NaN,1.1247,0.334039,NaN,NaN,NaN,0
2022,5,3.5,NaN,-9.708254,-26.118125,NaN,NaN,NaN,NaN,1.1482,0.312953,NaN,NaN,NaN,2
2022,5,4,8.665983,14.078053,-46.93817,NaN,NaN,NaN,NaN,2.068,0.397572,NaN,NaN,NaN,0
2022,5,4.5,NaN,14.811964,-34.633309,NaN,NaN,NaN,NaN,2.737,0.395436,NaN,NaN,NaN,2
2022,5,5,NaN,46.299688,-34.118571,NaN,NaN,NaN,NaN,4.6584,0.34771,NaN,NaN,NaN,2
2022,5,5.5,NaN,6.512857,-42.733273,NaN,NaN,NaN,NaN,6.9816,0.463872,NaN,NaN,NaN,2
2022,5,6,NaN,23.949742,-12.532736,NaN,NaN,NaN,NaN,7.1581,0.196096,NaN,NaN,NaN,1
2022,5,6.5,NaN,NaN,-25.302524,NaN,NaN,NaN,NaN,NaN,0.256052,NaN,NaN,NaN,2
2022,5,7,NaN,8.140652,-18.62298,NaN,NaN,NaN,NaN,10.1418,0.223663,NaN,NaN,NaN,0
2022,5,7.5,NaN,13.544491,-17.915811,NaN,NaN,NaN,NaN,9.7166,0.248196,NaN,NaN,NaN,0
2022,5,8,NaN,19.46957,-9.470835,NaN,NaN,NaN,NaN,6.1788,0.095734,NaN,NaN,NaN,0
2022,5,8.5,NaN,35.611349,-21.438025,NaN,NaN,NaN,NaN,1.191,0.168725,NaN,NaN,NaN,0
2022,5,9,NaN,NaN,6.181426,NaN,NaN,NaN,NaN,0.077765,0.281497,NaN,NaN,NaN,2
2022,5,9.5,-3.172693,20.515774,59.659247,NaN,NaN,NaN,NaN,0.74586,0.254358,NaN,NaN,NaN,1
2022,5,10,NaN,48.732283,41.600922,NaN,NaN,NaN,NaN,1.7237,0.418144,NaN,NaN,NaN,2
2022,5,10.5,NaN,112.928959,129.86652,NaN,NaN,NaN,NaN,3.7649,0.703233,NaN,NaN,NaN,2
2022,5,11,-4.994701,154.243856,150.016151,NaN,NaN,NaN,NaN,4.9144,0.738446,NaN,NaN,NaN,0
2022,5,11.5,-6.266368,142.61308,108.090929,NaN,NaN,NaN,NaN,6.2161,0.60395,NaN,NaN,NaN,1
2022,5,12,-4.915264,130.538192,189.725538,NaN,NaN,NaN,NaN,7.5304,0.7103,NaN,NaN,NaN,0
2022,5,12.5,-7.928926,121.08812,186.65766,NaN,NaN,NaN,NaN,7.954,0.507086,NaN,NaN,NaN,1
2022,5,13,-3.289619,105.481319,93.276921,NaN,NaN,NaN,NaN,8.5392,0.466058,NaN,NaN,NaN,0
